id,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,cb_person_cred_hist_length,credit_score
9067,26.0,male,Bachelor,73092.0,6,RENT,4.0,562
9068,22.0,male,Associate,72758.0,4,RENT,2.0,606
9069,25.0,male,Master,65672.0,1,RENT,4.0,699
9070,23.0,male,Bachelor,73307.0,1,RENT,3.0,630
9071,22.0,female,Associate,72761.0,0,RENT,2.0,617
9072,22.0,male,Master,66050.0,0,RENT,3.0,577
9073,22.0,male,Associate,73100.0,2,MORTGAGE,4.0,586
9074,23.0,male,High School,72921.0,0,RENT,3.0,583
9075,25.0,male,Master,65821.0,3,MORTGAGE,2.0,677
9076,24.0,female,High School,72654.0,3,RENT,3.0,515
9077,23.0,male,Bachelor,73048.0,3,RENT,3.0,557
9078,23.0,male,Bachelor,72990.0,2,RENT,3.0,656
9079,21.0,female,Associate,73094.0,0,MORTGAGE,3.0,615
9080,23.0,male,Bachelor,72817.0,0,MORTGAGE,3.0,676
9081,21.0,female,Master,72792.0,0,RENT,3.0,687
9082,24.0,male,High School,73262.0,0,MORTGAGE,2.0,607
9083,23.0,female,Associate,72796.0,3,RENT,4.0,639
9084,22.0,female,Bachelor,72793.0,0,RENT,3.0,618
9085,23.0,male,Bachelor,73406.0,0,RENT,2.0,562
9086,23.0,female,High School,73668.0,0,RENT,4.0,669
9087,23.0,female,Bachelor,66530.0,0,RENT,4.0,548
9088,23.0,male,High School,73020.0,0,MORTGAGE,3.0,619
9089,25.0,male,Master,65643.0,2,MORTGAGE,4.0,633
9090,23.0,female,Bachelor,74032.0,0,RENT,2.0,618
9091,22.0,female,Associate,66792.0,4,RENT,4.0,655
9092,24.0,female,Bachelor,66984.0,2,RENT,2.0,662
9093,22.0,male,Master,72860.0,0,MORTGAGE,4.0,561
9094,22.0,female,High School,72881.0,0,MORTGAGE,2.0,502
9095,25.0,male,Associate,74725.0,5,RENT,4.0,634
9096,26.0,male,Associate,67830.0,1,RENT,4.0,567
9097,25.0,male,Bachelor,75331.0,5,RENT,4.0,675
9098,21.0,female,High School,56319.0,0,RENT,4.0,653
9099,23.0,female,Master,66328.0,1,MORTGAGE,2.0,611
9100,22.0,male,High School,63441.0,0,RENT,4.0,637
9101,23.0,male,Bachelor,65888.0,1,RENT,2.0,548
9102,24.0,female,Master,66107.0,0,RENT,3.0,695
9103,22.0,female,High School,73071.0,1,MORTGAGE,3.0,687
9104,26.0,female,Bachelor,75274.0,1,RENT,4.0,682
9105,22.0,male,Bachelor,65859.0,1,MORTGAGE,2.0,645
9106,22.0,male,Master,73015.0,0,OWN,2.0,699
9107,25.0,female,Associate,78839.0,4,RENT,3.0,591
9108,23.0,female,Associate,72863.0,0,MORTGAGE,4.0,613
9109,23.0,female,Associate,18809.0,3,RENT,2.0,593
9110,25.0,female,Bachelor,26089.0,5,RENT,2.0,676
9111,25.0,male,Master,73073.0,5,OWN,2.0,553
9112,21.0,female,Master,65983.0,0,RENT,4.0,582
9113,21.0,female,High School,73035.0,0,MORTGAGE,2.0,699
9114,22.0,male,High School,73548.0,0,MORTGAGE,4.0,545
9115,22.0,male,High School,73239.0,0,RENT,3.0,567
9116,26.0,female,High School,34463.0,6,RENT,4.0,649
9117,23.0,female,Master,73236.0,0,OWN,2.0,650
9118,25.0,male,High School,72896.0,3,OWN,2.0,648
9119,25.0,male,Bachelor,39295.0,2,RENT,3.0,669
9120,21.0,male,Master,43142.0,0,RENT,2.0,704
9121,21.0,female,High School,45514.0,1,RENT,4.0,548
9122,26.0,male,Bachelor,73044.0,4,MORTGAGE,2.0,684
9123,25.0,male,High School,55023.0,0,RENT,4.0,613
9124,22.0,female,Bachelor,73235.0,0,MORTGAGE,4.0,672
9125,22.0,female,High School,72838.0,0,MORTGAGE,2.0,628
9126,24.0,female,Bachelor,64526.0,0,RENT,2.0,678
9127,26.0,female,Master,68400.0,5,RENT,4.0,677
9128,23.0,male,Associate,72989.0,3,MORTGAGE,2.0,615
9129,23.0,male,Associate,72899.0,4,MORTGAGE,2.0,609
9130,25.0,male,Bachelor,41432.0,1,RENT,2.0,643
9131,22.0,female,Associate,44494.0,3,RENT,2.0,550
9132,23.0,male,Associate,73063.0,0,OWN,2.0,620
9133,26.0,male,Master,41830.0,3,RENT,4.0,602
9134,25.0,female,High School,80376.0,0,RENT,2.0,515
9135,24.0,male,High School,73114.0,2,OWN,4.0,646
9136,23.0,female,Associate,72988.0,0,MORTGAGE,3.0,562
9137,22.0,male,Associate,89823.0,0,RENT,3.0,681
9138,22.0,male,High School,48872.0,0,RENT,2.0,648
9139,21.0,male,Associate,12652.0,0,RENT,2.0,544
9140,22.0,female,Master,72898.0,0,MORTGAGE,2.0,700
9141,24.0,male,Associate,13888.0,0,RENT,3.0,691
9142,24.0,male,Associate,13987.0,3,RENT,2.0,638
9143,23.0,male,Master,73220.0,4,MORTGAGE,2.0,623
9144,21.0,female,Associate,15480.0,0,RENT,2.0,642
9145,26.0,female,Bachelor,15581.0,5,RENT,4.0,540
9146,21.0,female,Associate,16248.0,1,RENT,4.0,606
9147,23.0,female,Associate,72928.0,2,MORTGAGE,4.0,606
9148,24.0,female,Associate,16559.0,3,RENT,2.0,596
9149,23.0,female,High School,73243.0,3,MORTGAGE,3.0,668
9150,21.0,male,Associate,18550.0,0,RENT,4.0,603
9151,23.0,male,Associate,18191.0,2,RENT,3.0,684
9152,26.0,male,Associate,72789.0,4,MORTGAGE,4.0,631
9153,25.0,female,Bachelor,73026.0,3,OWN,4.0,593
9154,22.0,male,High School,19094.0,0,RENT,4.0,579
9155,25.0,female,Associate,73006.0,5,MORTGAGE,4.0,679
9156,23.0,female,Associate,73079.0,1,OWN,4.0,628
9157,24.0,female,High School,72921.0,0,MORTGAGE,2.0,604
9158,22.0,female,Associate,65687.0,0,MORTGAGE,4.0,658
9159,26.0,female,Bachelor,19487.0,0,RENT,3.0,622
9160,22.0,female,Master,65707.0,0,MORTGAGE,2.0,559
9161,22.0,male,Associate,72762.0,0,MORTGAGE,3.0,604
9162,22.0,female,High School,73027.0,0,OTHER,2.0,683
9163,25.0,male,Associate,19708.0,3,RENT,3.0,527
9164,23.0,female,High School,72873.0,4,MORTGAGE,4.0,613
9165,23.0,female,Associate,73080.0,2,MORTGAGE,2.0,675
9166,26.0,female,High School,20249.0,5,RENT,3.0,547
9167,26.0,male,High School,72857.0,1,MORTGAGE,4.0,524
9168,22.0,female,Bachelor,20379.0,0,RENT,2.0,642
9169,24.0,female,High School,72616.0,1,MORTGAGE,3.0,672
9170,24.0,female,Master,72982.0,6,MORTGAGE,2.0,614
9171,26.0,female,Bachelor,73289.0,3,MORTGAGE,2.0,667
9172,26.0,male,Bachelor,21063.0,5,RENT,4.0,638
9173,24.0,female,Associate,20891.0,0,RENT,4.0,642
9174,22.0,male,Bachelor,66050.0,0,MORTGAGE,3.0,588
9175,25.0,female,Associate,65648.0,0,MORTGAGE,4.0,565
9176,23.0,female,High School,21210.0,0,RENT,2.0,639
9177,21.0,male,High School,21790.0,0,RENT,3.0,635
9178,25.0,female,High School,72739.0,7,OTHER,3.0,597
9179,22.0,male,Associate,22508.0,0,RENT,4.0,680
9180,22.0,male,Bachelor,72943.0,1,MORTGAGE,4.0,600
9181,23.0,male,Bachelor,22726.0,0,RENT,4.0,690
9182,21.0,male,High School,23298.0,0,RENT,3.0,661
9183,23.0,male,Master,73068.0,1,MORTGAGE,2.0,608
9184,23.0,female,Associate,23383.0,0,RENT,3.0,666
9185,21.0,female,Associate,23642.0,0,RENT,4.0,637
9186,25.0,female,Bachelor,73063.0,1,MORTGAGE,2.0,672
9187,25.0,male,High School,24003.0,0,RENT,3.0,541
9188,22.0,female,Bachelor,73543.0,1,MORTGAGE,3.0,661
9189,24.0,male,Associate,24149.0,0,RENT,3.0,683
9190,25.0,male,High School,24035.0,0,RENT,2.0,530
9191,22.0,male,High School,73202.0,0,MORTGAGE,3.0,632
9192,25.0,female,Bachelor,24859.0,2,RENT,4.0,532
9193,23.0,male,Bachelor,73010.0,0,MORTGAGE,2.0,666
9194,21.0,female,Bachelor,25106.0,0,RENT,3.0,636
9195,24.0,male,Associate,73020.0,0,MORTGAGE,4.0,574
9196,24.0,male,Associate,72969.0,1,MORTGAGE,2.0,506
9197,24.0,female,Associate,72814.0,1,MORTGAGE,4.0,605
9198,25.0,male,Master,72954.0,4,OWN,2.0,556
9199,22.0,male,High School,73142.0,2,MORTGAGE,2.0,694
9200,22.0,male,High School,25208.0,3,RENT,4.0,673
9201,21.0,male,Bachelor,24870.0,0,RENT,2.0,657
9202,24.0,male,Bachelor,65957.0,2,MORTGAGE,2.0,686
9203,22.0,male,Associate,73388.0,0,MORTGAGE,2.0,589
9204,22.0,male,High School,73126.0,0,MORTGAGE,4.0,623
9205,22.0,male,Bachelor,25363.0,2,RENT,2.0,664
9206,21.0,male,Associate,26071.0,0,RENT,2.0,586
9207,25.0,female,Associate,73034.0,3,MORTGAGE,3.0,705
9208,24.0,female,Master,65475.0,2,MORTGAGE,2.0,650
9209,26.0,female,High School,26558.0,1,RENT,3.0,643
9210,21.0,male,High School,26064.0,0,RENT,4.0,612
9211,23.0,female,Associate,65955.0,2,OTHER,3.0,512
9212,24.0,male,Associate,26008.0,1,RENT,2.0,640
9213,24.0,male,Bachelor,26000.0,3,RENT,2.0,656
9214,25.0,female,Associate,26770.0,1,RENT,3.0,643
9215,24.0,female,Bachelor,72939.0,0,MORTGAGE,2.0,679
9216,26.0,male,Associate,26887.0,2,RENT,4.0,668
9217,25.0,male,High School,73120.0,1,MORTGAGE,3.0,615
9218,23.0,male,Associate,26705.0,0,RENT,4.0,611
9219,24.0,male,Bachelor,26681.0,2,RENT,3.0,604
9220,26.0,male,Bachelor,65556.0,2,MORTGAGE,2.0,708
9221,22.0,male,Master,73095.0,4,MORTGAGE,2.0,700
9222,23.0,male,Bachelor,73118.0,0,MORTGAGE,3.0,673
9223,21.0,male,Bachelor,27228.0,0,RENT,3.0,640
9224,22.0,male,Associate,72960.0,1,MORTGAGE,3.0,501
9225,25.0,male,Associate,27630.0,4,RENT,3.0,566
9226,25.0,male,Master,72949.0,0,MORTGAGE,4.0,635
9227,22.0,male,High School,28371.0,0,RENT,2.0,584
9228,26.0,female,Bachelor,28340.0,4,RENT,4.0,679
9229,23.0,female,High School,28473.0,2,RENT,3.0,564
9230,24.0,male,High School,28252.0,2,RENT,3.0,525
9231,24.0,female,Associate,28884.0,0,RENT,2.0,642
9232,24.0,male,High School,28616.0,0,RENT,4.0,572
9233,26.0,male,Associate,29275.0,6,RENT,2.0,650
9234,23.0,male,High School,30056.0,0,RENT,2.0,578
9235,22.0,male,Bachelor,73039.0,0,MORTGAGE,4.0,578
9236,26.0,male,High School,29820.0,1,RENT,2.0,527
9237,24.0,male,Bachelor,29879.0,1,RENT,2.0,559
9238,23.0,female,Associate,29760.0,1,RENT,4.0,571
9239,22.0,female,Bachelor,29750.0,1,RENT,4.0,679
9240,23.0,male,High School,65892.0,0,MORTGAGE,3.0,658
9241,23.0,male,Bachelor,72713.0,5,MORTGAGE,2.0,629
9242,21.0,male,Associate,29893.0,0,RENT,4.0,667
9243,21.0,male,Bachelor,29477.0,0,RENT,2.0,650
9244,23.0,male,Master,73055.0,2,MORTGAGE,3.0,626
9245,22.0,female,High School,73002.0,0,MORTGAGE,2.0,629
9246,23.0,male,Bachelor,72883.0,0,MORTGAGE,2.0,514
9247,25.0,male,Bachelor,29971.0,4,RENT,4.0,654
9248,22.0,female,High School,72742.0,1,MORTGAGE,4.0,554
9249,26.0,female,Master,72706.0,2,MORTGAGE,3.0,636
9250,22.0,female,Bachelor,73122.0,0,MORTGAGE,4.0,687
9251,21.0,male,High School,29651.0,0,RENT,2.0,463
9252,25.0,female,Associate,29536.0,0,RENT,3.0,700
9253,23.0,female,High School,29559.0,0,RENT,3.0,697
9254,23.0,female,Bachelor,29987.0,0,RENT,4.0,638
9255,23.0,male,Associate,30299.0,3,RENT,4.0,613
9256,22.0,male,Associate,29462.0,0,RENT,3.0,559
9257,22.0,female,High School,30091.0,0,RENT,3.0,467
9258,24.0,female,Associate,72970.0,3,MORTGAGE,4.0,651
9259,21.0,male,High School,30890.0,0,RENT,3.0,528
9260,21.0,male,Associate,30739.0,0,RENT,4.0,643
9261,22.0,female,Associate,31071.0,3,RENT,3.0,685
9262,21.0,female,Bachelor,31052.0,1,RENT,3.0,609
9263,26.0,female,Master,30970.0,4,RENT,3.0,633
9264,22.0,male,Bachelor,73688.0,0,MORTGAGE,3.0,583
9265,24.0,male,Bachelor,73467.0,0,OWN,2.0,664
9266,24.0,female,Bachelor,66684.0,1,MORTGAGE,3.0,697
9267,23.0,male,Bachelor,30724.0,1,RENT,4.0,523
9268,24.0,male,Associate,31118.0,0,RENT,4.0,713
9269,25.0,male,High School,73177.0,3,OWN,2.0,649
9270,23.0,male,Bachelor,73475.0,0,MORTGAGE,3.0,625
9271,23.0,male,High School,30940.0,0,RENT,3.0,543
9272,24.0,male,Master,66492.0,3,MORTGAGE,4.0,585
9273,24.0,male,High School,30863.0,0,RENT,2.0,582
9274,22.0,female,Associate,73399.0,0,MORTGAGE,3.0,614
9275,23.0,female,High School,31269.0,0,RENT,3.0,619
9276,24.0,female,Bachelor,73809.0,3,MORTGAGE,4.0,654
9277,24.0,male,Bachelor,30868.0,3,RENT,2.0,613
9278,22.0,male,High School,73789.0,0,MORTGAGE,3.0,653
9279,22.0,female,Bachelor,73675.0,0,MORTGAGE,4.0,528
9280,21.0,male,Associate,31100.0,0,RENT,2.0,642
9281,25.0,female,Master,74302.0,3,MORTGAGE,3.0,683
9282,22.0,female,High School,73821.0,0,MORTGAGE,2.0,622
9283,23.0,female,Bachelor,73946.0,0,MORTGAGE,2.0,625
9284,22.0,male,Master,32340.0,0,RENT,2.0,694
9285,26.0,male,Bachelor,74276.0,5,MORTGAGE,4.0,574
9286,24.0,male,Bachelor,32641.0,2,RENT,4.0,707
9287,21.0,male,High School,32675.0,0,RENT,2.0,478
9288,25.0,female,Bachelor,74201.0,2,OWN,3.0,591
9289,23.0,male,Associate,32436.0,0,RENT,3.0,622
9290,22.0,female,Associate,73898.0,0,MORTGAGE,2.0,699
9291,21.0,female,High School,33426.0,0,RENT,3.0,507
9292,25.0,female,Master,67046.0,6,MORTGAGE,2.0,580
9293,23.0,female,Bachelor,74264.0,0,OWN,2.0,647
9294,23.0,male,Bachelor,33431.0,0,RENT,2.0,691
9295,22.0,male,High School,74210.0,0,MORTGAGE,3.0,585
9296,24.0,male,Master,67046.0,0,MORTGAGE,2.0,621
9297,21.0,male,High School,74269.0,0,MORTGAGE,3.0,664
9298,22.0,male,Associate,33503.0,0,RENT,2.0,647
9299,22.0,female,Bachelor,33575.0,0,RENT,2.0,683
9300,22.0,male,Associate,33402.0,0,RENT,2.0,484
9301,25.0,female,Master,33578.0,3,RENT,2.0,615
9302,21.0,male,Master,33465.0,0,RENT,3.0,661
9303,22.0,female,Master,74319.0,0,MORTGAGE,2.0,715
9304,23.0,female,Bachelor,74369.0,2,MORTGAGE,2.0,717
9305,26.0,male,Bachelor,74170.0,3,MORTGAGE,3.0,628
9306,22.0,female,Associate,74301.0,3,MORTGAGE,2.0,532
9307,26.0,male,Bachelor,73897.0,4,MORTGAGE,2.0,652
9308,22.0,female,Master,33751.0,0,RENT,3.0,697
9309,24.0,male,Associate,74438.0,0,MORTGAGE,3.0,628
9310,23.0,female,High School,73939.0,3,MORTGAGE,2.0,576
9311,22.0,male,Bachelor,33917.0,0,RENT,2.0,645
9312,24.0,female,High School,34083.0,2,RENT,4.0,680
9313,26.0,male,Bachelor,73930.0,3,MORTGAGE,4.0,603
9314,22.0,female,Bachelor,74222.0,4,MORTGAGE,3.0,614
9315,22.0,male,High School,75430.0,2,RENT,3.0,650
9316,24.0,female,High School,74237.0,3,MORTGAGE,3.0,530
9317,25.0,male,High School,74502.0,7,MORTGAGE,4.0,648
9318,22.0,female,High School,74229.0,3,MORTGAGE,4.0,645
9319,26.0,female,Master,75277.0,6,RENT,4.0,671
9320,26.0,female,Associate,74273.0,1,MORTGAGE,2.0,659
9321,26.0,male,Bachelor,67287.0,8,MORTGAGE,3.0,639
9322,22.0,male,Bachelor,74121.0,0,MORTGAGE,4.0,657
9323,22.0,male,High School,75549.0,0,RENT,4.0,649
9324,23.0,female,Bachelor,67050.0,1,MORTGAGE,2.0,563
9325,25.0,female,High School,74168.0,4,MORTGAGE,2.0,619
9326,24.0,male,Bachelor,67086.0,2,MORTGAGE,3.0,581
9327,26.0,male,Associate,73816.0,2,MORTGAGE,4.0,644
9328,24.0,male,Bachelor,75686.0,3,RENT,4.0,626
9329,22.0,male,High School,74257.0,1,MORTGAGE,4.0,626
9330,24.0,male,High School,68734.0,1,RENT,2.0,597
9331,26.0,female,Master,74143.0,5,MORTGAGE,3.0,597
9332,26.0,female,Bachelor,76936.0,3,RENT,2.0,648
9333,25.0,male,High School,78041.0,2,RENT,2.0,637
9334,24.0,female,Bachelor,78126.0,2,RENT,2.0,634
9335,24.0,female,High School,73964.0,0,MORTGAGE,3.0,614
9336,23.0,female,Bachelor,77892.0,3,RENT,2.0,628
9337,24.0,female,Bachelor,74300.0,1,MORTGAGE,4.0,592
9338,23.0,female,High School,79102.0,1,RENT,4.0,628
9339,24.0,female,Associate,74395.0,6,MORTGAGE,3.0,666
9340,24.0,female,High School,78886.0,2,RENT,3.0,644
9341,22.0,male,Associate,79105.0,0,RENT,2.0,543
9342,26.0,male,Associate,78899.0,0,RENT,4.0,662
9343,23.0,female,Bachelor,74382.0,0,MORTGAGE,2.0,658
9344,24.0,female,Bachelor,78831.0,4,RENT,3.0,671
9345,25.0,male,High School,74458.0,0,MORTGAGE,4.0,573
9346,25.0,female,Associate,74332.0,2,MORTGAGE,4.0,644
9347,22.0,male,Master,78905.0,4,RENT,4.0,647
9348,23.0,male,Bachelor,74246.0,2,MORTGAGE,3.0,583
9349,23.0,female,Master,67426.0,2,MORTGAGE,2.0,614
9350,24.0,female,Bachelor,67375.0,4,MORTGAGE,2.0,610
9351,26.0,male,High School,74170.0,3,OWN,2.0,623
9352,24.0,male,Bachelor,74171.0,2,MORTGAGE,2.0,632
9353,22.0,male,Bachelor,67140.0,1,MORTGAGE,4.0,622
9354,24.0,male,High School,67122.0,2,MORTGAGE,4.0,595
9355,23.0,male,Associate,78928.0,1,RENT,2.0,602
9356,23.0,female,Bachelor,78503.0,0,RENT,3.0,619
9357,24.0,male,High School,74507.0,2,MORTGAGE,4.0,559
9358,23.0,male,High School,74446.0,2,OWN,3.0,503
9359,22.0,male,High School,74965.0,0,MORTGAGE,3.0,535
9360,23.0,female,High School,74746.0,0,OWN,4.0,611
9361,23.0,male,High School,67437.0,0,MORTGAGE,4.0,647
9362,24.0,male,Associate,79099.0,3,RENT,2.0,670
9363,21.0,female,Bachelor,67517.0,0,MORTGAGE,4.0,679
9364,23.0,female,Bachelor,67545.0,0,MORTGAGE,2.0,682
9365,22.0,male,Bachelor,74790.0,1,MORTGAGE,2.0,693
9366,23.0,female,Bachelor,75049.0,2,OWN,3.0,656
9367,21.0,female,Associate,79377.0,1,RENT,2.0,581
9368,23.0,female,Associate,74911.0,0,MORTGAGE,2.0,636
9369,22.0,male,Associate,74832.0,3,MORTGAGE,3.0,674
9370,26.0,female,High School,81590.0,2,RENT,2.0,634
9371,24.0,male,High School,74611.0,1,MORTGAGE,2.0,641
9372,23.0,male,High School,81506.0,2,RENT,3.0,635
9373,22.0,male,Bachelor,74862.0,1,OWN,3.0,602
9374,23.0,male,High School,75011.0,0,MORTGAGE,4.0,578
9375,24.0,male,Bachelor,75010.0,1,MORTGAGE,4.0,617
9376,25.0,female,High School,85118.0,1,RENT,3.0,616
9377,24.0,female,High School,75282.0,2,OWN,4.0,599
9378,24.0,female,High School,75186.0,3,MORTGAGE,3.0,517
9379,24.0,female,Associate,84880.0,5,RENT,3.0,619
9380,24.0,male,Master,75068.0,4,MORTGAGE,2.0,589
9381,25.0,female,Master,75210.0,0,OWN,4.0,662
9382,26.0,male,Associate,85045.0,2,RENT,4.0,629
9383,26.0,male,Bachelor,85202.0,4,RENT,3.0,631
9384,22.0,male,High School,84873.0,0,RENT,2.0,517
9385,23.0,male,High School,85088.0,3,RENT,4.0,624
9386,25.0,male,Associate,77723.0,3,RENT,4.0,608
9387,23.0,male,Master,84543.0,0,RENT,2.0,608
9388,26.0,female,Master,75186.0,5,MORTGAGE,2.0,594
9389,22.0,male,Master,85118.0,1,RENT,4.0,656
9390,23.0,female,Associate,75385.0,2,MORTGAGE,2.0,526
9391,22.0,male,High School,78170.0,1,RENT,2.0,605
9392,24.0,female,Bachelor,85055.0,1,RENT,3.0,632
9393,25.0,male,Master,85404.0,3,RENT,4.0,638
9394,26.0,male,High School,75423.0,3,MORTGAGE,4.0,647
9395,26.0,male,High School,86001.0,5,RENT,4.0,607
9396,24.0,male,Associate,75424.0,2,MORTGAGE,3.0,622
9397,23.0,male,Associate,75500.0,0,MORTGAGE,3.0,589
9398,22.0,male,Bachelor,75169.0,0,MORTGAGE,2.0,677
9399,25.0,male,Bachelor,87355.0,1,RENT,4.0,617
9400,22.0,male,Bachelor,87523.0,0,RENT,4.0,563
9401,22.0,female,High School,75191.0,1,MORTGAGE,2.0,604
9402,22.0,female,Associate,80607.0,0,RENT,4.0,659
9403,24.0,male,Master,75410.0,4,MORTGAGE,2.0,615
9404,22.0,female,Master,87376.0,0,RENT,4.0,649
9405,21.0,female,Bachelor,75710.0,2,MORTGAGE,2.0,646
9406,22.0,female,Master,75677.0,4,MORTGAGE,3.0,641
9407,23.0,female,Bachelor,75004.0,3,MORTGAGE,3.0,659
9408,22.0,male,Associate,75022.0,0,MORTGAGE,4.0,618
9409,24.0,female,High School,75391.0,0,MORTGAGE,4.0,550
9410,25.0,male,Master,75180.0,3,MORTGAGE,2.0,607
9411,24.0,female,Associate,87400.0,1,RENT,3.0,655
9412,25.0,female,High School,75173.0,4,MORTGAGE,2.0,605
9413,23.0,female,Associate,75266.0,0,OWN,3.0,603
9414,24.0,male,Associate,89828.0,4,RENT,2.0,626
9415,26.0,female,Master,89932.0,2,RENT,3.0,647
9416,23.0,female,Bachelor,75218.0,2,MORTGAGE,3.0,672
9417,23.0,male,Associate,90899.0,3,RENT,4.0,672
9418,24.0,male,Bachelor,75550.0,0,MORTGAGE,3.0,686
9419,22.0,female,High School,90847.0,1,RENT,3.0,639
9420,23.0,male,High School,91153.0,0,RENT,3.0,613
9421,25.0,female,Associate,75518.0,3,MORTGAGE,2.0,675
9422,23.0,male,High School,75364.0,0,MORTGAGE,4.0,614
9423,23.0,male,Bachelor,91057.0,3,RENT,3.0,589
9424,24.0,female,High School,91082.0,2,RENT,3.0,550
9425,22.0,female,Associate,75497.0,0,MORTGAGE,4.0,668
9426,25.0,male,High School,83680.0,4,RENT,2.0,659
9427,23.0,male,High School,92036.0,0,RENT,4.0,603
9428,26.0,male,Associate,92643.0,5,RENT,3.0,650
9429,25.0,male,Associate,92369.0,1,RENT,3.0,630
9430,24.0,male,Associate,93773.0,5,RENT,3.0,563
9431,22.0,male,High School,75108.0,1,MORTGAGE,2.0,646
9432,22.0,male,Bachelor,94429.0,1,RENT,4.0,675
9433,26.0,male,Associate,75626.0,4,MORTGAGE,2.0,530
9434,23.0,female,Master,68355.0,0,MORTGAGE,2.0,674
9435,24.0,male,Bachelor,95940.0,0,RENT,2.0,642
9436,23.0,female,Associate,96702.0,0,RENT,3.0,505
9437,24.0,male,Bachelor,75654.0,0,MORTGAGE,2.0,585
9438,24.0,female,Associate,75389.0,2,MORTGAGE,2.0,532
9439,22.0,male,Bachelor,97042.0,1,RENT,3.0,512
9440,26.0,female,Associate,96959.0,2,RENT,2.0,645
9441,24.0,male,Master,75216.0,0,MORTGAGE,4.0,618
9442,25.0,female,Associate,89651.0,2,RENT,3.0,622
9443,23.0,male,Bachelor,75282.0,1,MORTGAGE,3.0,632
9444,23.0,male,Bachelor,75276.0,3,MORTGAGE,2.0,654
9445,22.0,female,Associate,75133.0,0,MORTGAGE,2.0,640
9446,26.0,female,High School,97073.0,5,RENT,3.0,628
9447,22.0,male,Bachelor,75605.0,0,MORTGAGE,3.0,656
9448,24.0,male,High School,98806.0,0,RENT,2.0,658
9449,26.0,male,Bachelor,99285.0,4,RENT,3.0,609
9450,26.0,female,Master,75659.0,2,MORTGAGE,2.0,631
9451,26.0,male,Bachelor,92187.0,3,RENT,4.0,532
9452,25.0,female,High School,68038.0,4,MORTGAGE,3.0,585
9453,22.0,female,Associate,75252.0,0,OWN,4.0,613
9454,26.0,female,Bachelor,75315.0,2,MORTGAGE,4.0,687
9455,25.0,female,Associate,75577.0,0,MORTGAGE,2.0,635
9456,24.0,male,Bachelor,68433.0,5,MORTGAGE,4.0,627
9457,22.0,male,Master,80763.0,0,RENT,4.0,693
9458,22.0,male,Associate,102990.0,0,RENT,3.0,600
9459,25.0,male,High School,75395.0,2,MORTGAGE,4.0,564
9460,24.0,female,Bachelor,102761.0,4,RENT,2.0,632
9461,25.0,male,Associate,75644.0,2,MORTGAGE,3.0,637
9462,23.0,male,High School,75652.0,0,MORTGAGE,4.0,570
9463,21.0,male,Bachelor,68008.0,0,MORTGAGE,2.0,639
9464,22.0,male,Bachelor,103996.0,3,RENT,2.0,626
9465,26.0,female,Associate,104934.0,3,RENT,3.0,597
9466,22.0,male,Associate,75406.0,0,MORTGAGE,4.0,658
9467,25.0,female,Master,105579.0,6,RENT,2.0,624
9468,25.0,female,Bachelor,75092.0,3,OWN,4.0,653
9469,23.0,male,Master,75285.0,2,MORTGAGE,2.0,679
9470,22.0,female,Associate,75276.0,1,MORTGAGE,4.0,557
9471,23.0,male,Master,75476.0,0,MORTGAGE,3.0,526
9472,23.0,male,Bachelor,92670.0,2,RENT,4.0,610
9473,26.0,male,Bachelor,75367.0,6,MORTGAGE,4.0,663
9474,26.0,female,Bachelor,109050.0,7,RENT,3.0,638
9475,24.0,male,Master,75189.0,2,MORTGAGE,2.0,653
9476,22.0,female,High School,108789.0,0,RENT,3.0,624
9477,23.0,male,Associate,75196.0,1,MORTGAGE,3.0,579
9478,22.0,male,Master,75405.0,0,OWN,2.0,628
9479,23.0,female,Associate,108931.0,1,RENT,3.0,566
9480,23.0,male,High School,108576.0,1,RENT,3.0,609
9481,22.0,female,Associate,109339.0,0,RENT,3.0,573
9482,22.0,male,Master,68311.0,1,MORTGAGE,4.0,576
9483,22.0,male,Associate,110365.0,1,RENT,4.0,577
9484,22.0,female,Bachelor,109923.0,0,RENT,3.0,624
9485,23.0,male,Associate,111537.0,1,RENT,4.0,669
9486,22.0,male,High School,75652.0,0,MORTGAGE,3.0,569
9487,23.0,female,Associate,75436.0,0,MORTGAGE,2.0,626
9488,24.0,male,High School,75371.0,2,MORTGAGE,3.0,657
9489,23.0,male,Bachelor,75658.0,0,MORTGAGE,2.0,640
9490,25.0,female,Bachelor,115066.0,0,RENT,4.0,576
9491,25.0,female,High School,115188.0,1,RENT,3.0,596
9492,25.0,male,Associate,114775.0,2,RENT,3.0,646
9493,25.0,male,Bachelor,115058.0,2,RENT,3.0,603
9494,22.0,female,High School,75605.0,0,MORTGAGE,3.0,607
9495,22.0,male,High School,114684.0,2,RENT,4.0,666
9496,26.0,male,Bachelor,101960.0,2,RENT,4.0,634
9497,25.0,female,Bachelor,68264.0,1,MORTGAGE,3.0,603
9498,25.0,male,Bachelor,101680.0,1,RENT,2.0,624
9499,26.0,male,Master,116847.0,3,RENT,3.0,704
9500,24.0,female,Associate,67966.0,2,MORTGAGE,3.0,607
9501,24.0,female,Bachelor,117719.0,4,RENT,3.0,678
9502,26.0,female,High School,75529.0,7,MORTGAGE,2.0,621
