person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,cb_person_cred_hist_length,credit_score,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,previous_loan_defaults_on_file,loan_status,rate_x_pct_income,loan_burden,has_prev_defaults
25.0,male,Bachelor,68111.0,1,MORTGAGE,3.0,692,3500.0,MEDICAL,14.17,0.05,Yes,0,0.7085,0.0587,1
25.0,female,High School,68051.0,2,MORTGAGE,2.0,604,4000.0,PERSONAL,10.75,0.06,Yes,0,0.645,0.0651,1
24.0,male,Bachelor,67941.0,0,MORTGAGE,3.0,664,3200.0,VENTURE,7.68,0.05,No,0,0.384,0.0507,0
23.0,female,Associate,67676.0,1,MORTGAGE,2.0,599,21825.0,MEDICAL,11.36,0.32,Yes,0,3.6352,0.3591,1
26.0,male,Bachelor,108996.0,6,RENT,2.0,562,7200.0,DEBTCONSOLIDATION,9.91,0.07,Yes,0,0.6937,0.0726,1
26.0,male,Bachelor,67978.0,3,MORTGAGE,4.0,718,18200.0,PERSONAL,14.26,0.27,Yes,0,3.8502,0.3059,1
25.0,female,High School,61178.0,3,MORTGAGE,3.0,590,2100.0,EDUCATION,11.49,0.03,No,1,0.3447,0.0383,0
23.0,male,High School,61376.0,5,MORTGAGE,2.0,596,4800.0,MEDICAL,10.37,0.08,No,1,0.8296,0.0863,0
24.0,male,High School,67749.0,2,MORTGAGE,3.0,633,12000.0,DEBTCONSOLIDATION,11.01,0.18,Yes,0,1.9818,0.1966,1
23.0,male,High School,112784.0,0,RENT,2.0,522,7200.0,DEBTCONSOLIDATION,6.92,0.06,Yes,0,0.4152,0.0683,1
23.0,male,Associate,126971.0,1,RENT,4.0,683,7200.0,PERSONAL,11.71,0.06,Yes,0,0.7026,0.0633,1
22.0,male,Bachelor,68469.0,0,MORTGAGE,4.0,644,10075.0,EDUCATION,16.29,0.15,Yes,0,2.4435,0.1711,1
25.0,male,Associate,67888.0,2,MORTGAGE,4.0,631,10250.0,PERSONAL,14.65,0.15,No,0,2.1975,0.1731,0
26.0,male,Bachelor,134026.0,2,RENT,3.0,625,7200.0,HOMEIMPROVEMENT,12.18,0.05,No,0,0.609,0.0603,0
26.0,male,Master,67814.0,7,MORTGAGE,2.0,653,10000.0,HOMEIMPROVEMENT,12.42,0.15,Yes,0,1.863,0.1658,1
23.0,female,High School,68203.0,0,MORTGAGE,2.0,578,7200.0,VENTURE,6.03,0.11,Yes,0,0.6633,0.1119,1
24.0,male,Bachelor,68271.0,2,MORTGAGE,4.0,589,12250.0,MEDICAL,6.03,0.18,Yes,0,1.0854,0.1903,1
25.0,male,Master,162735.0,0,RENT,3.0,693,7200.0,HOMEIMPROVEMENT,9.91,0.04,Yes,0,0.3964,0.0486,1
25.0,female,Master,166754.7,1,RENT,2.0,653,7200.0,MEDICAL,11.01,0.04,No,0,0.4404,0.0479,0
25.0,female,Bachelor,75750.0,2,RENT,4.0,592,7250.0,HOMEIMPROVEMENT,10.65,0.1,No,0,1.065,0.1059,0
26.0,female,Associate,68379.0,5,MORTGAGE,4.0,674,6000.0,DEBTCONSOLIDATION,15.23,0.09,No,0,1.3707,0.1011,0
24.0,female,Master,97101.0,0,RENT,2.0,671,7250.0,VENTURE,5.42,0.07,Yes,0,0.3794,0.0787,1
24.0,male,Bachelor,68014.0,1,OWN,3.0,650,2000.0,VENTURE,6.99,0.03,Yes,0,0.2097,0.0315,1
25.0,male,High School,32871.0,3,RENT,3.0,674,7300.0,MEDICAL,11.14,0.22,No,0,2.4508,0.2468,0
23.0,male,Associate,68134.0,3,MORTGAGE,4.0,648,13600.0,DEBTCONSOLIDATION,15.23,0.2,Yes,0,3.046,0.23,1
24.0,male,Bachelor,68072.0,3,MORTGAGE,4.0,662,2000.0,VENTURE,10.99,0.03,Yes,0,0.3297,0.0326,1
24.0,male,Bachelor,68603.0,3,MORTGAGE,3.0,658,19125.0,HOMEIMPROVEMENT,13.99,0.28,No,0,3.9172,0.3178,0
25.0,female,High School,60597.0,3,MORTGAGE,4.0,672,12800.0,PERSONAL,7.49,0.21,No,1,1.5729,0.2271,0
22.0,male,Master,68261.0,1,MORTGAGE,2.0,655,9000.0,MEDICAL,10.59,0.13,No,0,1.3767,0.1458,0
26.0,female,High School,45809.0,3,RENT,4.0,639,7300.0,DEBTCONSOLIDATION,7.88,0.16,Yes,0,1.2608,0.1719,1
23.0,female,Associate,46594.0,0,RENT,2.0,579,7300.0,MEDICAL,11.01,0.16,Yes,0,1.7616,0.1739,1
24.0,male,High School,68047.0,3,MORTGAGE,2.0,596,15000.0,EDUCATION,8.49,0.22,No,0,1.8678,0.2392,0
26.0,female,Bachelor,50631.0,1,RENT,4.0,618,7300.0,DEBTCONSOLIDATION,9.45,0.14,Yes,0,1.323,0.1578,1
24.0,male,High School,68208.0,0,MORTGAGE,3.0,538,10000.0,EDUCATION,7.49,0.15,Yes,0,1.1235,0.1576,1
22.0,male,High School,56147.0,2,RENT,2.0,631,7300.0,VENTURE,7.88,0.13,No,0,1.0244,0.1403,0
23.0,male,Associate,61475.0,5,MORTGAGE,3.0,693,7500.0,MEDICAL,15.62,0.12,No,1,1.8744,0.1411,0
25.0,female,Associate,68446.0,4,MORTGAGE,3.0,581,5000.0,EDUCATION,5.42,0.07,Yes,0,0.3794,0.077,1
25.0,female,Associate,67927.0,0,MORTGAGE,4.0,671,12375.0,VENTURE,11.49,0.18,Yes,0,2.0682,0.2031,1
21.0,female,High School,61553.0,1,RENT,3.0,646,7300.0,EDUCATION,11.71,0.12,Yes,0,1.4052,0.1325,1
24.0,male,Bachelor,67986.0,1,MORTGAGE,2.0,618,5250.0,EDUCATION,12.87,0.08,No,0,1.0296,0.0872,0
24.0,female,Bachelor,68237.0,2,MORTGAGE,2.0,669,17400.0,MEDICAL,5.99,0.25,Yes,0,1.4975,0.2703,1
25.0,female,Bachelor,65510.0,4,RENT,4.0,584,7300.0,EDUCATION,8.0,0.11,No,0,0.88,0.1203,0
23.0,female,High School,116311.0,2,RENT,4.0,605,7300.0,EDUCATION,8.49,0.06,No,0,0.5094,0.0681,0
23.0,male,Bachelor,67987.0,0,MORTGAGE,2.0,599,6000.0,VENTURE,5.99,0.09,No,0,0.5391,0.0935,0
22.0,male,Associate,68299.0,0,MORTGAGE,4.0,648,20000.0,DEBTCONSOLIDATION,10.99,0.29,No,0,3.1871,0.325,0
23.0,female,Associate,51303.0,1,RENT,3.0,627,7325.0,VENTURE,12.69,0.14,Yes,0,1.7766,0.1609,1
24.0,female,Bachelor,28366.7,2,RENT,2.0,710,7350.0,VENTURE,6.92,0.46,No,1,3.1832,0.277,0
25.0,female,Bachelor,40268.0,4,RENT,3.0,585,7350.0,MEDICAL,13.43,0.18,Yes,0,2.4174,0.207,1
24.0,female,High School,40585.0,3,RENT,3.0,670,7350.0,MEDICAL,11.71,0.18,No,0,2.1078,0.2023,0
23.0,male,Bachelor,68104.0,5,OWN,3.0,658,20000.0,EDUCATION,11.01,0.29,No,0,3.1929,0.326,0
23.0,male,Bachelor,51511.0,1,RENT,3.0,671,7400.0,EDUCATION,11.01,0.14,No,0,1.5414,0.1595,0
25.0,female,High School,51352.0,4,RENT,4.0,686,7400.0,EDUCATION,16.32,0.14,No,1,2.2848,0.1676,0
24.0,female,Bachelor,53990.0,0,RENT,4.0,624,7400.0,PERSONAL,13.99,0.14,No,1,1.9586,0.1562,0
21.0,female,High School,68287.0,0,MORTGAGE,4.0,664,5600.0,MEDICAL,10.37,0.08,No,0,0.8296,0.0905,0
25.0,female,Bachelor,70878.0,7,RENT,2.0,637,7400.0,EDUCATION,10.36,0.1,No,0,1.036,0.1152,0
25.0,male,Bachelor,75446.0,3,RENT,2.0,557,7400.0,DEBTCONSOLIDATION,6.99,0.1,Yes,0,0.699,0.1049,1
26.0,male,Bachelor,68152.0,3,MORTGAGE,4.0,588,6000.0,EDUCATION,5.42,0.09,Yes,0,0.4878,0.0928,1
24.0,male,Associate,87405.0,4,RENT,3.0,618,7400.0,EDUCATION,15.65,0.08,Yes,0,1.252,0.0979,1
26.0,female,Bachelor,68226.0,3,MORTGAGE,2.0,621,15000.0,EDUCATION,14.35,0.22,Yes,0,3.157,0.2514,1
22.0,male,Associate,42117.0,0,RENT,2.0,634,7475.0,EDUCATION,9.63,0.18,Yes,0,1.7334,0.1946,1
21.0,male,Master,28366.7,0,RENT,4.0,521,7500.0,EDUCATION,7.05,0.46,No,1,3.243,0.283,0
23.0,female,Master,68194.0,0,MORTGAGE,3.0,582,3000.0,EDUCATION,6.76,0.04,Yes,0,0.2704,0.047,1
24.0,male,Master,68318.0,0,OWN,2.0,640,2000.0,EDUCATION,11.49,0.03,Yes,0,0.3447,0.0326,1
22.0,male,Associate,68228.0,0,MORTGAGE,2.0,641,4750.0,PERSONAL,7.14,0.07,No,0,0.4998,0.0746,0
24.0,male,Associate,28366.7,0,RENT,3.0,666,7500.0,VENTURE,7.88,0.29,No,1,2.2852,0.2852,0
23.0,male,High School,68290.0,3,MORTGAGE,4.0,587,5500.0,DEBTCONSOLIDATION,7.51,0.08,Yes,0,0.6008,0.0866,1
22.0,male,High School,68402.0,2,MORTGAGE,2.0,537,12000.0,MEDICAL,10.99,0.18,Yes,0,1.9782,0.1947,1
23.0,female,High School,28366.7,0,RENT,4.0,510,7500.0,DEBTCONSOLIDATION,6.91,0.29,No,1,2.0039,0.2827,0
23.0,male,High School,68109.0,2,OWN,3.0,536,15000.0,MEDICAL,10.62,0.22,Yes,0,2.3364,0.2436,1
23.0,male,Bachelor,28366.7,0,RENT,3.0,609,7500.0,PERSONAL,7.14,0.28,No,1,1.9992,0.2833,0
25.0,male,Associate,28366.7,0,RENT,2.0,551,7500.0,MEDICAL,11.34,0.28,No,1,3.1752,0.2944,0
22.0,female,High School,28366.7,0,RENT,4.0,588,7500.0,MEDICAL,9.76,0.26,No,1,2.5376,0.2902,0
24.0,male,High School,28862.0,4,RENT,2.0,700,7500.0,EDUCATION,13.24,0.26,No,1,3.4424,0.2943,0
25.0,male,Associate,30933.0,1,RENT,3.0,533,7500.0,EDUCATION,12.98,0.24,No,0,3.1152,0.2739,0
26.0,male,Bachelor,67882.0,3,MORTGAGE,4.0,634,8000.0,HOMEIMPROVEMENT,11.14,0.12,Yes,0,1.3368,0.131,1
22.0,female,Master,30847.0,0,RENT,4.0,688,7500.0,PERSONAL,7.51,0.24,No,0,1.8024,0.2614,0
24.0,female,High School,68204.0,1,MORTGAGE,3.0,483,13000.0,VENTURE,8.94,0.19,Yes,0,1.6986,0.2076,1
22.0,male,Master,31489.0,0,RENT,3.0,510,7500.0,MEDICAL,14.96,0.24,No,1,3.5904,0.2738,0
26.0,male,Associate,32150.0,0,RENT,2.0,612,7500.0,PERSONAL,12.18,0.23,Yes,0,2.8014,0.2617,1
23.0,female,High School,68131.0,0,MORTGAGE,3.0,580,10000.0,MEDICAL,8.59,0.15,Yes,0,1.2885,0.1594,1
23.0,male,Associate,68032.0,0,MORTGAGE,2.0,669,13750.0,PERSONAL,18.43,0.2,No,0,3.686,0.2394,0
23.0,female,Associate,32740.0,2,RENT,4.0,647,7500.0,VENTURE,12.73,0.23,No,0,2.9279,0.2582,0
21.0,male,Master,34420.0,0,RENT,4.0,472,7500.0,EDUCATION,6.76,0.22,Yes,0,1.4872,0.2326,1
25.0,female,Associate,34756.0,0,RENT,3.0,604,7500.0,EDUCATION,15.33,0.22,No,1,3.3726,0.2489,0
21.0,male,Associate,37155.0,0,RENT,4.0,614,7500.0,VENTURE,9.99,0.2,No,0,1.998,0.222,0
23.0,male,Bachelor,37020.0,4,RENT,4.0,688,7500.0,DEBTCONSOLIDATION,11.01,0.2,No,0,2.202,0.2249,0
24.0,female,Bachelor,37088.0,5,RENT,2.0,554,7500.0,EDUCATION,5.79,0.2,Yes,0,1.158,0.2139,1
23.0,female,High School,68185.0,0,MORTGAGE,4.0,618,4500.0,PERSONAL,11.83,0.07,Yes,0,0.8281,0.0738,1
26.0,male,Bachelor,68398.0,4,MORTGAGE,3.0,665,12000.0,MEDICAL,11.89,0.18,Yes,0,2.1402,0.1963,1
21.0,female,Bachelor,37028.0,0,RENT,4.0,666,7500.0,EDUCATION,11.83,0.2,No,0,2.366,0.2265,0
26.0,female,High School,36877.0,0,RENT,3.0,609,7500.0,PERSONAL,14.75,0.2,No,1,2.95,0.2334,0
23.0,female,Master,37025.0,2,RENT,3.0,569,7500.0,PERSONAL,13.24,0.2,No,1,2.648,0.2294,0
23.0,male,Bachelor,68017.0,1,MORTGAGE,3.0,523,7500.0,MEDICAL,13.79,0.11,Yes,0,1.5169,0.1255,1
21.0,female,High School,36804.0,0,RENT,4.0,621,7500.0,MEDICAL,10.75,0.2,No,0,2.15,0.2257,0
22.0,male,Master,38259.0,1,RENT,4.0,656,7500.0,PERSONAL,9.91,0.2,Yes,0,1.982,0.2155,1
22.0,male,High School,39330.0,0,RENT,2.0,585,7500.0,EDUCATION,13.11,0.19,No,0,2.4909,0.2157,0
26.0,female,Master,38989.0,4,RENT,3.0,695,7500.0,MEDICAL,13.79,0.19,No,0,2.6201,0.2189,0
22.0,female,High School,40367.0,0,RENT,4.0,578,7500.0,EDUCATION,11.01,0.19,Yes,0,2.0919,0.2063,1
26.0,male,Bachelor,41611.0,2,RENT,3.0,604,7500.0,DEBTCONSOLIDATION,7.9,0.18,No,1,1.422,0.1945,0
23.0,female,Master,68327.0,0,MORTGAGE,4.0,670,10000.0,EDUCATION,13.61,0.15,Yes,0,2.0415,0.1663,1
22.0,male,Bachelor,68219.0,0,MORTGAGE,3.0,591,6000.0,MEDICAL,11.86,0.09,Yes,0,1.0674,0.0984,1
22.0,female,Associate,67734.0,1,MORTGAGE,4.0,632,6000.0,MEDICAL,7.88,0.09,Yes,0,0.7092,0.0956,1
22.0,female,Associate,67823.0,0,OWN,3.0,579,12000.0,EDUCATION,13.98,0.18,No,0,2.5164,0.2017,0
22.0,male,Master,68078.0,1,MORTGAGE,4.0,632,2000.0,DEBTCONSOLIDATION,7.51,0.03,Yes,0,0.2253,0.0316,1
22.0,female,Associate,42433.0,0,RENT,2.0,617,7500.0,HOMEIMPROVEMENT,15.05,0.18,No,1,2.709,0.2033,0
26.0,female,Bachelor,68324.0,3,MORTGAGE,4.0,669,20000.0,EDUCATION,13.57,0.29,No,0,3.9353,0.3324,0
26.0,male,Bachelor,68135.0,6,MORTGAGE,3.0,635,13000.0,EDUCATION,8.59,0.19,Yes,0,1.6321,0.2072,1
26.0,female,Master,68648.0,4,OWN,3.0,721,10000.0,MEDICAL,9.32,0.15,No,0,1.398,0.1592,0
23.0,male,High School,42828.0,0,RENT,4.0,659,7500.0,PERSONAL,12.61,0.18,Yes,0,2.2698,0.1972,1
25.0,male,Associate,43221.0,0,RENT,2.0,599,7500.0,DEBTCONSOLIDATION,10.99,0.17,Yes,0,1.8683,0.1926,1
21.0,male,Bachelor,35675.0,0,RENT,2.0,619,7500.0,MEDICAL,11.01,0.21,No,1,2.3121,0.2334,0
24.0,female,High School,61403.0,5,MORTGAGE,2.0,674,6000.0,EDUCATION,15.62,0.1,No,1,1.562,0.113,0
23.0,male,Master,68310.0,1,MORTGAGE,2.0,511,3050.0,PERSONAL,10.59,0.04,Yes,0,0.4236,0.0494,1
25.0,male,Master,44481.0,0,RENT,4.0,605,7500.0,DEBTCONSOLIDATION,13.49,0.17,No,0,2.2933,0.1914,0
26.0,female,Associate,44470.0,5,RENT,3.0,595,7500.0,VENTURE,10.59,0.17,Yes,0,1.8003,0.1865,1
26.0,male,Associate,37199.0,6,RENT,3.0,650,7500.0,PERSONAL,12.18,0.2,No,1,2.436,0.2262,0
22.0,female,High School,68628.0,0,MORTGAGE,2.0,540,6000.0,EDUCATION,12.99,0.09,Yes,0,1.1691,0.0988,1
22.0,female,High School,45203.0,4,RENT,3.0,596,7500.0,EDUCATION,14.84,0.17,No,0,2.5228,0.1905,0
25.0,male,High School,61418.0,1,MORTGAGE,4.0,640,12000.0,DEBTCONSOLIDATION,16.89,0.2,No,1,3.378,0.2284,0
22.0,female,Associate,68496.0,0,MORTGAGE,4.0,589,17300.0,EDUCATION,15.62,0.25,Yes,0,3.905,0.292,1
21.0,female,High School,68845.0,0,OWN,2.0,546,5000.0,VENTURE,6.54,0.07,Yes,0,0.4578,0.0774,1
23.0,female,High School,68330.0,2,MORTGAGE,4.0,623,4000.0,EDUCATION,11.49,0.06,Yes,0,0.6894,0.0653,1
25.0,male,Bachelor,46139.0,2,RENT,4.0,663,7500.0,PERSONAL,8.32,0.16,No,0,1.3312,0.1761,0
22.0,male,High School,46437.0,1,RENT,4.0,639,7500.0,PERSONAL,5.79,0.16,No,0,0.9264,0.1709,0
23.0,male,High School,46550.0,2,RENT,4.0,652,7500.0,MEDICAL,7.88,0.16,No,0,1.2608,0.1738,0
26.0,male,High School,46952.0,7,RENT,2.0,602,7500.0,MEDICAL,17.58,0.16,Yes,0,2.8128,0.1878,1
22.0,female,Master,40146.0,2,RENT,2.0,669,7500.0,VENTURE,14.27,0.19,No,1,2.7113,0.2135,0
23.0,female,Associate,68851.0,1,MORTGAGE,2.0,615,9800.0,MEDICAL,11.01,0.14,No,0,1.5414,0.158,0
23.0,female,Associate,49336.0,0,RENT,2.0,665,7500.0,PERSONAL,11.01,0.15,Yes,0,1.6515,0.1688,1
22.0,male,Associate,49224.0,3,RENT,3.0,650,7500.0,PERSONAL,11.86,0.15,No,0,1.779,0.1704,0
23.0,female,Master,49043.0,0,RENT,2.0,703,7500.0,VENTURE,12.69,0.15,No,0,1.9035,0.1723,0
21.0,male,Bachelor,68830.0,1,MORTGAGE,3.0,628,16000.0,EDUCATION,7.88,0.23,Yes,0,1.8124,0.2508,1
24.0,male,High School,68788.0,2,MORTGAGE,2.0,622,20000.0,HOMEIMPROVEMENT,11.11,0.29,Yes,0,3.2219,0.3231,1
23.0,female,Bachelor,68742.0,3,OWN,2.0,603,12000.0,MEDICAL,10.38,0.17,Yes,0,1.7646,0.1927,1
24.0,female,Bachelor,48896.0,3,RENT,4.0,659,7500.0,PERSONAL,5.79,0.15,Yes,0,0.8685,0.1623,1
22.0,female,High School,68975.0,0,MORTGAGE,2.0,608,6500.0,MEDICAL,10.65,0.09,Yes,0,0.9585,0.1043,1
25.0,female,Master,68957.0,3,MORTGAGE,2.0,675,20000.0,VENTURE,13.61,0.29,Yes,0,3.9469,0.3295,1
23.0,male,High School,68765.0,3,MORTGAGE,2.0,556,12000.0,EDUCATION,5.42,0.17,No,0,0.9214,0.184,0
26.0,female,Bachelor,68954.0,2,MORTGAGE,4.0,703,6000.0,DEBTCONSOLIDATION,9.63,0.09,No,0,0.8667,0.0954,0
24.0,female,Master,49242.0,2,RENT,4.0,540,7500.0,DEBTCONSOLIDATION,11.36,0.15,Yes,0,1.704,0.1696,1
26.0,male,High School,68949.0,3,MORTGAGE,3.0,645,2500.0,DEBTCONSOLIDATION,11.01,0.04,No,0,0.4404,0.0403,0
22.0,male,Bachelor,42029.0,0,RENT,4.0,630,7500.0,MEDICAL,12.53,0.18,No,1,2.2554,0.2008,0
25.0,female,Bachelor,69355.0,6,MORTGAGE,3.0,705,24000.0,PERSONAL,7.51,0.36,Yes,0,2.7036,0.372,1
23.0,female,Associate,69478.0,0,MORTGAGE,3.0,659,11200.0,MEDICAL,11.01,0.16,Yes,0,1.7616,0.179,1
22.0,female,Associate,69279.0,1,MORTGAGE,4.0,635,12000.0,DEBTCONSOLIDATION,7.14,0.17,Yes,0,1.2138,0.1856,1
23.0,male,High School,69575.0,0,OWN,4.0,568,9575.0,VENTURE,9.63,0.14,Yes,0,1.3482,0.1509,1
22.0,male,Associate,50218.0,0,RENT,2.0,635,7500.0,VENTURE,9.63,0.15,No,0,1.4445,0.1637,0
26.0,male,High School,51447.0,5,RENT,4.0,595,7500.0,DEBTCONSOLIDATION,10.25,0.15,No,0,1.5375,0.1607,0
21.0,female,Bachelor,69543.0,2,OWN,3.0,632,8000.0,PERSONAL,10.65,0.12,No,0,1.278,0.1273,0
22.0,female,Bachelor,69348.0,0,MORTGAGE,2.0,656,12875.0,EDUCATION,7.9,0.19,Yes,0,1.501,0.2003,1
24.0,male,Associate,69484.0,1,MORTGAGE,4.0,608,2400.0,MEDICAL,12.69,0.03,Yes,0,0.3807,0.0389,1
23.0,female,Master,51214.0,4,RENT,4.0,686,7500.0,PERSONAL,10.33,0.15,Yes,0,1.5495,0.1616,1
23.0,male,Bachelor,44325.0,0,RENT,2.0,656,7500.0,PERSONAL,12.61,0.17,No,1,2.1437,0.1905,0
22.0,female,Bachelor,69403.0,0,MORTGAGE,4.0,692,11425.0,PERSONAL,9.91,0.16,Yes,0,1.5856,0.1809,1
22.0,male,Associate,52202.0,0,RENT,2.0,635,7500.0,EDUCATION,7.9,0.14,Yes,0,1.106,0.155,1
21.0,male,High School,45480.0,0,RENT,2.0,658,7500.0,HOMEIMPROVEMENT,14.84,0.16,No,1,2.3744,0.1894,0
25.0,male,Bachelor,69240.0,5,MORTGAGE,2.0,709,13000.0,PERSONAL,8.9,0.19,No,0,1.691,0.2045,0
22.0,male,Associate,53893.0,0,RENT,3.0,551,7500.0,PERSONAL,8.32,0.14,Yes,0,1.1648,0.1507,1
22.0,male,High School,69547.0,0,MORTGAGE,2.0,555,7200.0,VENTURE,11.01,0.1,Yes,0,1.101,0.1149,1
25.0,male,High School,62177.0,4,MORTGAGE,2.0,670,5500.0,DEBTCONSOLIDATION,16.77,0.09,No,1,1.5093,0.1033,0
22.0,male,Bachelor,68992.0,0,MORTGAGE,3.0,578,5950.0,MEDICAL,13.49,0.09,Yes,0,1.2141,0.0979,1
25.0,female,Associate,48066.0,3,RENT,2.0,543,7500.0,MEDICAL,15.62,0.16,No,1,2.4992,0.1804,0
26.0,male,Master,69460.0,8,MORTGAGE,4.0,701,9000.0,MEDICAL,12.99,0.13,No,0,1.6887,0.1464,0
26.0,female,Bachelor,69666.0,3,MORTGAGE,4.0,657,14000.0,VENTURE,5.42,0.2,Yes,0,1.084,0.2119,1
21.0,male,High School,69344.0,2,MORTGAGE,2.0,559,14400.0,VENTURE,11.01,0.21,Yes,0,2.3121,0.2305,1
24.0,male,Bachelor,69325.0,3,MORTGAGE,2.0,665,19725.0,HOMEIMPROVEMENT,9.99,0.28,Yes,0,2.7972,0.313,1
23.0,female,Bachelor,54846.0,0,RENT,4.0,624,7500.0,EDUCATION,15.37,0.14,No,0,2.1518,0.1578,0
22.0,male,High School,48144.0,2,RENT,4.0,569,7500.0,VENTURE,11.01,0.16,No,1,1.7616,0.1729,0
24.0,female,High School,69377.0,2,MORTGAGE,3.0,548,6000.0,EDUCATION,5.99,0.09,Yes,0,0.5391,0.0917,1
26.0,female,Master,69350.0,4,MORTGAGE,2.0,700,12000.0,EDUCATION,13.49,0.17,Yes,0,2.2933,0.1964,1
22.0,female,Bachelor,69486.0,0,MORTGAGE,4.0,584,3200.0,VENTURE,5.99,0.05,Yes,0,0.2995,0.0488,1
26.0,male,Associate,55371.0,4,RENT,3.0,611,7500.0,MEDICAL,11.14,0.14,Yes,0,1.5596,0.1505,1
22.0,male,High School,55432.0,0,RENT,4.0,589,7500.0,EDUCATION,11.01,0.14,Yes,0,1.5414,0.1502,1
23.0,female,Bachelor,69620.0,0,MORTGAGE,2.0,700,20000.0,VENTURE,11.99,0.29,Yes,0,3.4771,0.3217,1
26.0,male,Associate,57225.0,3,RENT,3.0,543,7500.0,DEBTCONSOLIDATION,9.99,0.13,Yes,0,1.2987,0.1442,1
21.0,female,Bachelor,57924.0,0,RENT,2.0,575,7500.0,DEBTCONSOLIDATION,10.99,0.13,Yes,0,1.4287,0.1437,1
23.0,female,Master,69454.0,4,MORTGAGE,4.0,671,9250.0,PERSONAL,5.99,0.13,No,0,0.7787,0.1412,0
25.0,female,Associate,69704.0,1,OWN,3.0,567,12000.0,MEDICAL,10.59,0.17,No,0,1.8003,0.1904,0
23.0,male,Bachelor,58421.0,2,RENT,4.0,674,7500.0,MEDICAL,5.79,0.13,Yes,0,0.7527,0.1358,1
22.0,female,Bachelor,51430.0,0,RENT,2.0,678,7500.0,DEBTCONSOLIDATION,17.04,0.15,No,1,2.556,0.1707,0
25.0,male,High School,58450.0,6,RENT,3.0,573,7500.0,DEBTCONSOLIDATION,12.53,0.13,Yes,0,1.6289,0.1444,1
23.0,male,High School,69112.0,2,MORTGAGE,4.0,504,4200.0,MEDICAL,12.68,0.06,Yes,0,0.7608,0.0685,1
24.0,male,Bachelor,69439.0,3,MORTGAGE,3.0,680,8000.0,EDUCATION,5.42,0.12,No,0,0.6504,0.1215,0
24.0,male,Associate,69161.0,1,MORTGAGE,4.0,630,14000.0,VENTURE,14.91,0.2,No,0,2.982,0.2326,0
23.0,female,High School,68971.0,0,MORTGAGE,2.0,519,18000.0,VENTURE,11.11,0.26,Yes,0,2.8886,0.29,1
25.0,female,Master,58998.0,5,RENT,4.0,663,7500.0,EDUCATION,11.01,0.13,Yes,0,1.4313,0.1411,1
23.0,female,High School,69666.0,0,MORTGAGE,2.0,599,7000.0,PERSONAL,11.01,0.1,Yes,0,1.101,0.1115,1
22.0,male,Associate,59643.0,0,RENT,3.0,585,7500.0,PERSONAL,6.62,0.13,Yes,0,0.8606,0.1341,1
25.0,male,Bachelor,69588.0,6,MORTGAGE,4.0,667,11200.0,HOMEIMPROVEMENT,14.46,0.16,Yes,0,2.3136,0.1842,1
22.0,male,Master,52351.0,3,RENT,3.0,606,7500.0,VENTURE,14.96,0.14,No,1,2.0944,0.1647,0
21.0,female,Master,53857.0,0,RENT,3.0,600,7500.0,MEDICAL,7.9,0.14,No,1,1.106,0.1503,0
25.0,female,Bachelor,61052.0,0,RENT,2.0,655,7500.0,PERSONAL,10.99,0.12,Yes,0,1.3188,0.1363,1
23.0,female,Associate,69565.0,0,MORTGAGE,3.0,689,17500.0,EDUCATION,14.09,0.25,Yes,0,3.5225,0.287,1
26.0,female,Associate,53824.0,2,RENT,3.0,627,7500.0,HOMEIMPROVEMENT,16.4,0.14,No,1,2.296,0.1622,0
22.0,male,Bachelor,60763.0,0,RENT,3.0,573,7500.0,MEDICAL,8.94,0.12,Yes,0,1.0728,0.1345,1
25.0,female,High School,53658.0,3,RENT,3.0,599,7500.0,MEDICAL,13.92,0.14,No,1,1.9488,0.1592,0
23.0,male,Bachelor,53620.0,3,RENT,4.0,645,7500.0,VENTURE,16.0,0.14,No,1,2.24,0.1623,0
22.0,male,Master,62374.0,0,MORTGAGE,3.0,668,12000.0,HOMEIMPROVEMENT,11.86,0.19,No,1,2.2534,0.2152,0
24.0,male,High School,60736.0,1,RENT,3.0,623,7500.0,HOMEIMPROVEMENT,10.01,0.12,No,0,1.2012,0.1358,0
22.0,female,Associate,69352.0,1,MORTGAGE,3.0,647,7000.0,EDUCATION,7.14,0.1,No,0,0.714,0.1081,0
25.0,female,Bachelor,69338.0,1,OWN,3.0,659,12000.0,PERSONAL,13.23,0.17,Yes,0,2.2491,0.196,1
22.0,male,Bachelor,60870.0,0,RENT,4.0,667,7500.0,PERSONAL,8.32,0.12,Yes,0,0.9984,0.1335,1
26.0,male,Bachelor,62590.0,3,MORTGAGE,4.0,700,7000.0,MEDICAL,15.21,0.11,No,1,1.6731,0.1288,0
22.0,male,High School,69518.0,0,MORTGAGE,3.0,677,7500.0,PERSONAL,11.86,0.11,No,0,1.3046,0.1207,0
22.0,female,Bachelor,54578.0,1,RENT,4.0,629,7500.0,DEBTCONSOLIDATION,8.49,0.14,No,1,1.1886,0.1491,0
22.0,female,High School,69208.0,0,MORTGAGE,2.0,631,7500.0,PERSONAL,10.25,0.11,Yes,0,1.1275,0.1195,1
