solicitante_id,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,previous_loan_defaults_on_file,loan_status
14386,20000.0,VENTURE,11.01,0.16,Yes,0
14387,12000.0,PERSONAL,11.36,0.33,Yes,0
14388,12000.0,VENTURE,12.84,0.09,No,0
14389,15000.0,PERSONAL,12.53,0.12,Yes,0
14390,11500.0,HOMEIMPROVEMENT,11.36,0.31,No,0
14391,3000.0,PERSONAL,12.18,0.08,No,0
14392,24000.0,VENTURE,11.58,0.2,Yes,0
14393,10000.0,DEBTCONSOLIDATION,14.61,0.27,Yes,0
14394,9500.0,DEBTCONSOLIDATION,9.32,0.08,Yes,0
14395,5000.0,MEDICAL,7.68,0.04,No,0
14396,14525.0,VENTURE,10.99,0.2,Yes,0
14397,2500.0,EDUCATION,12.53,0.07,Yes,0
14398,14550.0,DEBTCONSOLIDATION,9.62,0.25,No,0
14399,6500.0,PERSONAL,13.87,0.05,Yes,0
14400,4000.0,VENTURE,11.34,0.03,Yes,0
14401,14575.0,MEDICAL,10.65,0.34,No,1
14402,14575.0,MEDICAL,11.01,0.31,No,1
14403,14600.0,PERSONAL,6.03,0.39,No,1
14404,24000.0,HOMEIMPROVEMENT,15.62,0.22,No,0
14405,14650.0,VENTURE,12.61,0.2,Yes,0
14406,14700.0,DEBTCONSOLIDATION,12.29,0.38,No,1
14407,14700.0,DEBTCONSOLIDATION,8.49,0.15,No,0
14408,15000.0,PERSONAL,12.73,0.51,No,1
14409,3500.0,MEDICAL,7.66,0.03,No,0
14410,8000.0,PERSONAL,11.49,0.06,Yes,0
14411,24000.0,PERSONAL,6.99,0.2,Yes,0
14412,15000.0,EDUCATION,10.99,0.43,No,1
14413,15000.0,DEBTCONSOLIDATION,7.51,0.12,Yes,0
14414,15000.0,PERSONAL,7.49,0.12,No,0
14415,24000.0,MEDICAL,11.36,0.2,Yes,0
14416,3000.0,MEDICAL,7.51,0.02,Yes,0
14417,8550.0,VENTURE,9.88,0.07,Yes,0
14418,24000.0,VENTURE,11.01,0.27,Yes,0
14419,15000.0,MEDICAL,10.0,0.42,No,1
14420,5000.0,MEDICAL,12.98,0.04,Yes,0
14421,12000.0,DEBTCONSOLIDATION,6.54,0.09,No,0
14422,24000.0,VENTURE,11.01,0.22,No,1
14423,10000.0,EDUCATION,7.14,0.08,Yes,0
14424,15000.0,MEDICAL,11.12,0.15,No,1
14425,15000.0,EDUCATION,9.62,0.42,No,1
14426,15000.0,DEBTCONSOLIDATION,15.27,0.4,No,1
14427,7500.0,EDUCATION,11.14,0.2,Yes,0
14428,4575.0,DEBTCONSOLIDATION,7.51,0.04,Yes,0
14429,15000.0,DEBTCONSOLIDATION,12.84,0.41,No,1
14430,10000.0,EDUCATION,15.33,0.08,Yes,0
14431,24000.0,EDUCATION,18.09,0.2,Yes,0
14432,15000.0,MEDICAL,6.62,0.39,No,1
14433,20000.0,EDUCATION,12.18,0.16,Yes,0
14434,11525.0,EDUCATION,5.42,0.09,Yes,0
14435,16000.0,PERSONAL,13.06,0.12,Yes,0
14436,15000.0,MEDICAL,12.61,0.38,No,1
14437,14000.0,DEBTCONSOLIDATION,7.88,0.11,Yes,0
14438,5000.0,VENTURE,11.58,0.13,Yes,0
14439,5000.0,VENTURE,11.01,0.14,No,0
14440,6000.0,EDUCATION,15.27,0.05,Yes,0
14441,24000.0,MEDICAL,9.99,0.23,No,0
14442,24000.0,EDUCATION,12.18,0.19,Yes,0
14443,24000.0,EDUCATION,14.91,0.23,Yes,0
14444,3000.0,PERSONAL,9.63,0.08,Yes,0
14445,24000.0,DEBTCONSOLIDATION,5.99,0.19,Yes,0
14446,24000.0,MEDICAL,15.99,0.25,No,1
14447,15000.0,EDUCATION,9.88,0.38,No,1
14448,15000.0,VENTURE,11.09,0.38,No,1
14449,3000.0,HOMEIMPROVEMENT,11.01,0.02,No,0
14450,15000.0,PERSONAL,13.22,0.38,No,1
14451,10000.0,VENTURE,7.14,0.08,No,0
14452,2000.0,MEDICAL,7.4,0.01,Yes,0
14453,19800.0,HOMEIMPROVEMENT,13.22,0.17,No,1
14454,7000.0,MEDICAL,12.87,0.05,Yes,0
14455,17400.0,MEDICAL,13.47,0.13,Yes,0
14456,15000.0,MEDICAL,15.68,0.41,No,1
14457,15000.0,HOMEIMPROVEMENT,17.03,0.13,No,1
14458,2000.0,MEDICAL,14.72,0.05,Yes,0
14459,10000.0,EDUCATION,7.29,0.08,Yes,0
14460,6000.0,PERSONAL,7.4,0.05,No,0
14461,24000.0,EDUCATION,16.45,0.19,Yes,0
14462,2000.0,PERSONAL,11.01,0.05,Yes,0
14463,7500.0,HOMEIMPROVEMENT,10.96,0.2,Yes,0
14464,20000.0,DEBTCONSOLIDATION,12.69,0.15,Yes,0
14465,2000.0,EDUCATION,8.0,0.05,Yes,0
14466,16500.0,MEDICAL,8.94,0.13,Yes,0
14467,8000.0,VENTURE,15.27,0.06,No,0
14468,4800.0,PERSONAL,12.42,0.04,No,0
14469,2000.0,MEDICAL,11.71,0.05,Yes,0
14470,2000.0,VENTURE,11.01,0.05,Yes,0
14471,2000.0,EDUCATION,6.92,0.05,No,0
14472,15000.0,VENTURE,6.62,0.11,No,0
14473,2000.0,VENTURE,9.91,0.05,Yes,0
14474,2000.0,EDUCATION,10.59,0.05,Yes,0
14475,4200.0,DEBTCONSOLIDATION,11.01,0.03,No,0
14476,21000.0,HOMEIMPROVEMENT,11.71,0.16,Yes,0
14477,2000.0,MEDICAL,13.99,0.05,Yes,0
14478,10000.0,PERSONAL,5.99,0.08,Yes,0
14479,24000.0,VENTURE,8.49,0.27,Yes,0
14480,6000.0,EDUCATION,7.49,0.05,No,0
14481,2000.0,VENTURE,12.99,0.05,Yes,0
14482,5000.0,VENTURE,11.01,0.14,Yes,0
14483,18300.0,HOMEIMPROVEMENT,11.01,0.14,No,0
14484,8000.0,HOMEIMPROVEMENT,5.42,0.06,Yes,0
14485,2000.0,DEBTCONSOLIDATION,8.38,0.05,Yes,0
14486,2000.0,MEDICAL,8.49,0.05,Yes,0
14487,7200.0,HOMEIMPROVEMENT,9.62,0.06,No,0
14488,10000.0,VENTURE,20.0,0.09,No,1
14489,9000.0,PERSONAL,5.79,0.07,No,0
14490,9050.0,EDUCATION,5.42,0.07,Yes,0
14491,24000.0,HOMEIMPROVEMENT,10.75,0.19,No,0
14492,9000.0,VENTURE,10.38,0.07,Yes,0
14493,10000.0,VENTURE,7.88,0.08,Yes,0
14494,9950.0,EDUCATION,14.96,0.08,Yes,0
14495,4500.0,DEBTCONSOLIDATION,7.14,0.03,Yes,0
14496,2000.0,MEDICAL,16.49,0.05,Yes,0
14497,2000.0,MEDICAL,5.42,0.04,Yes,0
14498,13000.0,PERSONAL,8.94,0.1,No,0
14499,2000.0,PERSONAL,11.14,0.04,Yes,0
14500,18500.0,MEDICAL,12.18,0.14,Yes,0
14501,10000.0,HOMEIMPROVEMENT,13.57,0.08,No,0
14502,2000.0,DEBTCONSOLIDATION,6.39,0.04,Yes,0
14503,2000.0,EDUCATION,11.36,0.04,Yes,0
14504,14000.0,EDUCATION,11.89,0.11,No,0
14505,18000.0,HOMEIMPROVEMENT,12.53,0.14,Yes,0
14506,10000.0,EDUCATION,9.7,0.08,Yes,0
14507,15000.0,MEDICAL,10.39,0.12,Yes,0
14508,14400.0,DEBTCONSOLIDATION,14.27,0.11,Yes,0
14509,2000.0,MEDICAL,11.83,0.04,No,0
14510,10000.0,DEBTCONSOLIDATION,8.49,0.08,Yes,0
14511,2000.0,VENTURE,11.01,0.04,Yes,0
14512,2000.0,VENTURE,7.66,0.04,Yes,0
14513,14400.0,EDUCATION,13.48,0.11,Yes,0
14514,8000.0,MEDICAL,12.87,0.06,Yes,0
14515,15000.0,DEBTCONSOLIDATION,12.18,0.11,Yes,0
14516,2000.0,EDUCATION,14.35,0.05,No,1
14517,2000.0,EDUCATION,12.98,0.04,Yes,0
14518,10000.0,PERSONAL,13.57,0.08,Yes,0
14519,12000.0,VENTURE,7.51,0.09,Yes,0
14520,16000.0,DEBTCONSOLIDATION,6.03,0.12,Yes,0
14521,2000.0,HOMEIMPROVEMENT,13.8,0.05,No,1
14522,8800.0,DEBTCONSOLIDATION,12.69,0.07,Yes,0
14523,7500.0,EDUCATION,8.9,0.06,Yes,0
14524,6000.0,EDUCATION,11.99,0.05,Yes,0
14525,15000.0,PERSONAL,6.99,0.11,No,0
14526,5000.0,VENTURE,8.49,0.04,Yes,0
14527,20000.0,DEBTCONSOLIDATION,6.54,0.15,Yes,0
14528,20000.0,MEDICAL,10.75,0.15,No,0
14529,15000.0,DEBTCONSOLIDATION,10.25,0.11,Yes,0
14530,15250.0,VENTURE,11.14,0.12,Yes,0
14531,14000.0,DEBTCONSOLIDATION,11.48,0.12,No,1
14532,14000.0,EDUCATION,9.63,0.11,Yes,0
14533,6000.0,PERSONAL,7.68,0.05,Yes,0
14534,2300.0,PERSONAL,7.9,0.02,Yes,0
14535,10000.0,VENTURE,8.63,0.08,Yes,0
14536,3500.0,EDUCATION,10.75,0.03,Yes,0
14537,20000.0,VENTURE,17.56,0.15,No,0
14538,5000.0,VENTURE,10.95,0.04,No,0
14539,20000.0,VENTURE,10.75,0.15,Yes,0
14540,2000.0,PERSONAL,11.01,0.04,No,0
14541,5500.0,DEBTCONSOLIDATION,6.62,0.04,Yes,0
14542,2000.0,PERSONAL,11.71,0.04,Yes,0
14543,15000.0,PERSONAL,11.11,0.36,No,1
14544,5000.0,MEDICAL,12.69,0.04,No,0
14545,15000.0,MEDICAL,11.71,0.36,No,1
14546,15000.0,VENTURE,14.96,0.36,No,1
14547,2000.0,EDUCATION,6.62,0.04,Yes,0
14548,2000.0,VENTURE,13.49,0.01,Yes,0
14549,2000.0,DEBTCONSOLIDATION,16.89,0.05,No,1
14550,8000.0,EDUCATION,11.01,0.06,Yes,0
14551,2000.0,MEDICAL,9.25,0.04,Yes,0
14552,10000.0,DEBTCONSOLIDATION,12.69,0.08,Yes,0
14553,9000.0,EDUCATION,11.01,0.25,Yes,0
14554,24000.0,PERSONAL,9.91,0.21,Yes,0
14555,24000.0,PERSONAL,7.51,0.21,No,0
14556,2000.0,EDUCATION,10.36,0.04,Yes,0
14557,2000.0,VENTURE,10.37,0.06,Yes,0
14558,8400.0,DEBTCONSOLIDATION,12.69,0.06,Yes,0
14559,24000.0,EDUCATION,9.91,0.19,No,0
14560,5000.0,EDUCATION,6.03,0.04,No,0
14561,2800.0,PERSONAL,8.49,0.02,Yes,0
14562,2500.0,VENTURE,6.99,0.02,Yes,0
14563,9000.0,EDUCATION,11.01,0.07,Yes,0
14564,24000.0,DEBTCONSOLIDATION,7.49,0.21,Yes,0
14565,2000.0,MEDICAL,5.42,0.04,Yes,0
14566,10800.0,MEDICAL,6.99,0.08,Yes,0
14567,7000.0,VENTURE,10.59,0.05,Yes,0
14568,2000.0,VENTURE,13.61,0.04,Yes,0
14569,8000.0,VENTURE,11.01,0.06,Yes,0
14570,2000.0,VENTURE,11.01,0.04,No,1
14571,10000.0,PERSONAL,15.62,0.08,No,0
14572,2000.0,MEDICAL,14.96,0.04,No,1
14573,14000.0,VENTURE,9.99,0.11,No,0
14574,24000.0,MEDICAL,15.62,0.28,No,1
14575,2000.0,VENTURE,7.66,0.04,Yes,0
14576,23750.0,HOMEIMPROVEMENT,12.99,0.18,Yes,0
14577,16000.0,DEBTCONSOLIDATION,14.79,0.14,No,1
14578,2000.0,EDUCATION,13.85,0.04,Yes,0
14579,2000.0,DEBTCONSOLIDATION,13.49,0.04,No,0
14580,2000.0,PERSONAL,13.99,0.04,Yes,0
14581,2000.0,HOMEIMPROVEMENT,7.66,0.04,No,1
14582,5000.0,VENTURE,9.63,0.04,Yes,0
14583,2000.0,PERSONAL,11.49,0.04,Yes,0
14584,2000.0,EDUCATION,11.01,0.04,No,0
14585,4000.0,DEBTCONSOLIDATION,6.92,0.03,Yes,0
14586,13200.0,EDUCATION,15.28,0.1,Yes,0
14587,9000.0,VENTURE,11.11,0.07,Yes,0
14588,10800.0,EDUCATION,6.92,0.08,Yes,0
14589,6500.0,EDUCATION,10.37,0.05,Yes,0
14590,18000.0,PERSONAL,10.37,0.14,No,0
14591,2000.0,VENTURE,7.51,0.04,Yes,0
14592,12000.0,HOMEIMPROVEMENT,10.74,0.09,Yes,0
14593,15000.0,PERSONAL,11.11,0.11,No,0
14594,2000.0,DEBTCONSOLIDATION,14.84,0.04,No,1
14595,12250.0,MEDICAL,7.51,0.35,Yes,0
14596,2000.0,VENTURE,7.05,0.04,Yes,0
14597,2000.0,MEDICAL,13.49,0.04,Yes,0
14598,7800.0,VENTURE,11.01,0.06,Yes,0
14599,8000.0,PERSONAL,12.98,0.06,No,0
14600,18000.0,DEBTCONSOLIDATION,11.01,0.14,Yes,0
14601,6000.0,VENTURE,9.99,0.05,Yes,0
14602,2000.0,VENTURE,11.01,0.04,Yes,0
14603,7500.0,VENTURE,13.72,0.06,No,0
14604,15600.0,VENTURE,6.17,0.12,Yes,0
14605,2000.0,MEDICAL,12.98,0.04,Yes,0
14606,20000.0,PERSONAL,13.72,0.15,Yes,0
14607,2000.0,EDUCATION,11.36,0.04,Yes,0
14608,6000.0,VENTURE,11.01,0.17,Yes,0
14609,17000.0,EDUCATION,8.88,0.13,No,0
14610,7500.0,PERSONAL,6.17,0.06,No,0
14611,5000.0,VENTURE,6.91,0.04,Yes,0
14612,10000.0,DEBTCONSOLIDATION,6.54,0.08,Yes,0
14613,5600.0,PERSONAL,12.98,0.04,Yes,0
14614,10000.0,HOMEIMPROVEMENT,13.35,0.08,Yes,0
14615,2000.0,PERSONAL,12.69,0.04,No,1
14616,8000.0,VENTURE,14.35,0.06,Yes,0
14617,15000.0,HOMEIMPROVEMENT,7.88,0.11,Yes,0
14618,4500.0,VENTURE,14.84,0.03,Yes,0
14619,12000.0,EDUCATION,7.14,0.09,No,0
14620,5000.0,EDUCATION,7.14,0.04,No,0
14621,2000.0,HOMEIMPROVEMENT,15.62,0.04,No,1
14622,24000.0,HOMEIMPROVEMENT,16.45,0.21,No,1
14623,2000.0,DEBTCONSOLIDATION,10.74,0.03,Yes,0
14624,20000.0,PERSONAL,7.88,0.15,Yes,0
14625,20000.0,VENTURE,11.01,0.15,Yes,0
14626,14400.0,VENTURE,14.35,0.11,No,0
14627,8000.0,EDUCATION,6.76,0.06,Yes,0
14628,8000.0,EDUCATION,7.14,0.06,No,0
14629,24000.0,PERSONAL,11.49,0.19,Yes,0
14630,2000.0,VENTURE,6.76,0.03,Yes,0
14631,15000.0,VENTURE,10.25,0.11,Yes,0
14632,2000.0,MEDICAL,11.99,0.03,Yes,0
14633,8000.0,DEBTCONSOLIDATION,13.85,0.06,Yes,0
14634,7000.0,VENTURE,9.88,0.05,Yes,0
14635,16000.0,VENTURE,12.73,0.12,Yes,0
14636,24000.0,PERSONAL,10.25,0.21,No,1
14637,2000.0,HOMEIMPROVEMENT,11.01,0.03,No,0
14638,6000.0,EDUCATION,8.59,0.05,Yes,0
14639,24000.0,MEDICAL,11.01,0.25,No,1
14640,2000.0,PERSONAL,8.0,0.04,No,1
14641,5000.0,PERSONAL,13.22,0.04,No,1
14642,2000.0,EDUCATION,13.92,0.03,No,0
14643,24000.0,DEBTCONSOLIDATION,11.01,0.21,No,1
14644,15000.0,VENTURE,14.27,0.35,No,1
14645,15000.0,VENTURE,7.49,0.35,No,1
14646,20000.0,VENTURE,11.14,0.15,Yes,0
14647,12000.0,PERSONAL,8.94,0.09,No,0
14648,8000.0,VENTURE,9.32,0.06,Yes,0
14649,15000.0,PERSONAL,10.25,0.4,No,1
14650,15000.0,MEDICAL,6.62,0.34,No,1
14651,15000.0,PERSONAL,11.01,0.34,No,1
14652,15000.0,VENTURE,13.49,0.34,No,1
14653,15000.0,VENTURE,9.63,0.34,No,1
14654,9000.0,HOMEIMPROVEMENT,9.63,0.08,No,1
14655,20000.0,EDUCATION,12.41,0.15,Yes,0
14656,9600.0,PERSONAL,11.01,0.07,Yes,0
14657,15000.0,PERSONAL,7.66,0.34,No,1
14658,15000.0,VENTURE,14.59,0.34,No,1
14659,2500.0,HOMEIMPROVEMENT,8.49,0.02,No,1
14660,15000.0,HOMEIMPROVEMENT,7.66,0.11,No,0
14661,12000.0,VENTURE,10.36,0.09,Yes,0
14662,15000.0,VENTURE,13.85,0.34,No,1
14663,15000.0,DEBTCONSOLIDATION,11.66,0.41,No,1
14664,24000.0,EDUCATION,12.53,0.19,Yes,0
14665,16000.0,DEBTCONSOLIDATION,11.01,0.12,Yes,0
14666,24000.0,MEDICAL,11.49,0.19,Yes,0
14667,9800.0,PERSONAL,11.01,0.07,Yes,0
14668,15000.0,VENTURE,11.01,0.34,No,1
14669,10000.0,HOMEIMPROVEMENT,10.37,0.29,No,0
14670,3000.0,VENTURE,7.49,0.02,Yes,0
14671,12000.0,PERSONAL,11.01,0.09,Yes,0
14672,12250.0,MEDICAL,11.26,0.09,Yes,0
14673,7500.0,EDUCATION,13.06,0.06,No,1
14674,24000.0,VENTURE,7.49,0.21,Yes,0
14675,5000.0,MEDICAL,5.79,0.04,Yes,0
14676,4000.0,VENTURE,7.88,0.11,Yes,0
14677,15000.0,EDUCATION,10.25,0.33,No,1
14678,15000.0,PERSONAL,11.01,0.4,No,1
14679,8350.0,MEDICAL,11.89,0.06,No,0
14680,7500.0,EDUCATION,11.01,0.22,Yes,0
14681,16750.0,EDUCATION,7.88,0.48,No,0
14682,15000.0,EDUCATION,13.61,0.11,Yes,0
14683,2000.0,VENTURE,10.99,0.04,Yes,0
14684,10000.0,DEBTCONSOLIDATION,8.0,0.07,Yes,0
14685,14000.0,EDUCATION,7.9,0.1,Yes,0
14686,20000.0,PERSONAL,12.53,0.15,Yes,0
14687,15000.0,DEBTCONSOLIDATION,13.48,0.33,No,1
14688,15000.0,PERSONAL,15.27,0.38,No,1
14689,15000.0,PERSONAL,7.88,0.33,No,1
14690,15000.0,PERSONAL,16.45,0.32,No,1
14691,16000.0,MEDICAL,11.78,0.12,Yes,0
14692,15000.0,EDUCATION,11.01,0.32,No,1
14693,20400.0,PERSONAL,11.71,0.15,Yes,0
14694,15000.0,EDUCATION,6.17,0.32,No,1
14695,4000.0,PERSONAL,8.9,0.03,Yes,0
14696,15000.0,EDUCATION,9.63,0.31,No,1
14697,6000.0,DEBTCONSOLIDATION,9.91,0.04,Yes,0
14698,15000.0,MEDICAL,13.06,0.31,No,1
14699,16000.0,HOMEIMPROVEMENT,6.99,0.12,No,0
14700,12000.0,PERSONAL,11.99,0.09,No,0
14701,3500.0,DEBTCONSOLIDATION,5.42,0.03,Yes,0
14702,15000.0,DEBTCONSOLIDATION,14.27,0.31,No,1
14703,3000.0,EDUCATION,5.99,0.02,No,0
14704,20000.0,DEBTCONSOLIDATION,6.91,0.15,Yes,0
14705,15000.0,VENTURE,11.71,0.31,No,1
14706,15000.0,PERSONAL,15.31,0.11,Yes,0
14707,15000.0,EDUCATION,11.71,0.36,No,1
14708,15000.0,MEDICAL,10.99,0.31,No,1
14709,9000.0,PERSONAL,9.32,0.07,Yes,0
14710,2750.0,MEDICAL,9.33,0.03,No,1
14711,9000.0,EDUCATION,9.64,0.07,No,1
14712,15000.0,PERSONAL,7.49,0.3,No,1
14713,15000.0,MEDICAL,7.88,0.31,No,1
14714,6000.0,DEBTCONSOLIDATION,13.23,0.04,Yes,0
14715,15000.0,DEBTCONSOLIDATION,14.22,0.31,No,1
14716,8600.0,EDUCATION,13.11,0.06,Yes,0
14717,18000.0,PERSONAL,11.14,0.13,Yes,0
14718,15000.0,VENTURE,8.94,0.31,No,1
14719,15000.0,EDUCATION,12.87,0.31,No,1
14720,24000.0,PERSONAL,9.99,0.18,Yes,0
14721,6400.0,VENTURE,13.06,0.05,Yes,0
14722,24000.0,DEBTCONSOLIDATION,11.01,0.26,Yes,0
14723,20000.0,MEDICAL,6.91,0.15,No,0
14724,15000.0,HOMEIMPROVEMENT,13.98,0.35,No,1
14725,22400.0,VENTURE,7.49,0.16,Yes,0
14726,2000.0,EDUCATION,15.27,0.03,No,0
14727,21000.0,VENTURE,11.49,0.15,Yes,0
14728,3200.0,MEDICAL,11.01,0.02,Yes,0
14729,17950.0,EDUCATION,11.99,0.13,Yes,0
14730,15000.0,DEBTCONSOLIDATION,12.73,0.3,No,1
14731,12000.0,MEDICAL,15.99,0.12,No,1
14732,12000.0,DEBTCONSOLIDATION,7.66,0.09,Yes,0
14733,8000.0,EDUCATION,5.79,0.06,Yes,0
14734,20000.0,MEDICAL,11.01,0.19,No,1
14735,7000.0,EDUCATION,11.01,0.06,No,1
14736,24000.0,EDUCATION,12.53,0.18,Yes,0
14737,2100.0,VENTURE,7.4,0.02,No,0
14738,15000.0,VENTURE,13.49,0.29,No,1
14739,10500.0,VENTURE,11.01,0.08,No,0
14740,24000.0,VENTURE,17.46,0.2,No,1
14741,12075.0,MEDICAL,11.01,0.09,Yes,0
14742,24000.0,PERSONAL,10.59,0.18,No,0
14743,24000.0,EDUCATION,10.62,0.18,Yes,0
14744,6000.0,EDUCATION,7.88,0.04,Yes,0
14745,3000.0,EDUCATION,11.01,0.02,No,0
14746,7200.0,EDUCATION,6.99,0.05,No,0
14747,15000.0,EDUCATION,7.9,0.11,Yes,0
14748,15000.0,VENTURE,11.83,0.29,No,1
14749,17325.0,EDUCATION,11.99,0.13,No,0
14750,2800.0,EDUCATION,11.49,0.08,No,0
14751,6000.0,VENTURE,8.49,0.04,Yes,0
14752,15000.0,VENTURE,11.58,0.29,No,1
14753,8000.0,EDUCATION,12.68,0.06,No,0
14754,15000.0,MEDICAL,15.05,0.34,No,1
14755,10000.0,PERSONAL,11.01,0.07,Yes,0
14756,14400.0,PERSONAL,7.14,0.1,Yes,0
14757,15000.0,PERSONAL,11.99,0.29,No,1
14758,4000.0,VENTURE,11.01,0.03,Yes,0
14759,24000.0,HOMEIMPROVEMENT,20.0,0.2,No,1
14760,10000.0,EDUCATION,9.32,0.07,No,0
14761,15000.0,DEBTCONSOLIDATION,9.76,0.11,No,0
14762,5500.0,VENTURE,13.23,0.16,Yes,0
14763,15000.0,HOMEIMPROVEMENT,15.65,0.34,No,1
14764,10000.0,EDUCATION,13.06,0.07,Yes,0
14765,5000.0,DEBTCONSOLIDATION,13.49,0.04,Yes,0
14766,7500.0,VENTURE,9.99,0.22,Yes,0
14767,20000.0,DEBTCONSOLIDATION,14.54,0.16,No,1
14768,24000.0,EDUCATION,10.62,0.17,Yes,0
14769,10000.0,EDUCATION,14.27,0.07,No,0
14770,15000.0,VENTURE,11.01,0.29,No,1
14771,19000.0,DEBTCONSOLIDATION,13.49,0.14,Yes,0
14772,4000.0,PERSONAL,6.03,0.03,Yes,0
14773,15000.0,EDUCATION,8.49,0.29,No,1
14774,24000.0,EDUCATION,7.9,0.17,Yes,0
14775,15000.0,DEBTCONSOLIDATION,10.99,0.29,No,1
14776,15000.0,EDUCATION,19.82,0.32,No,1
14777,15000.0,VENTURE,6.03,0.11,No,0
14778,15000.0,DEBTCONSOLIDATION,10.65,0.32,No,1
14779,18000.0,PERSONAL,7.51,0.13,Yes,0
14780,5000.0,EDUCATION,14.27,0.04,Yes,0
14781,7000.0,DEBTCONSOLIDATION,11.01,0.05,No,0
14782,19000.0,MEDICAL,13.49,0.14,No,0
14783,15000.0,PERSONAL,7.9,0.27,No,1
14784,8000.0,VENTURE,8.49,0.06,Yes,0
14785,12000.0,VENTURE,5.99,0.09,No,0
14786,5600.0,DEBTCONSOLIDATION,5.42,0.04,No,0
14787,10000.0,EDUCATION,10.59,0.07,Yes,0
14788,24000.0,DEBTCONSOLIDATION,16.89,0.25,Yes,0
14789,7600.0,EDUCATION,6.99,0.05,Yes,0
14790,15000.0,PERSONAL,7.49,0.27,No,1
14791,15000.0,PERSONAL,9.63,0.12,No,1
14792,15000.0,DEBTCONSOLIDATION,7.29,0.27,No,1
14793,15000.0,DEBTCONSOLIDATION,10.37,0.27,No,1
14794,15000.0,MEDICAL,15.28,0.31,No,1
14795,15000.0,EDUCATION,8.88,0.27,No,1
14796,13600.0,VENTURE,7.29,0.1,No,0
14797,20000.0,EDUCATION,15.65,0.14,No,0
14798,20000.0,VENTURE,6.91,0.14,No,0
14799,15000.0,MEDICAL,11.01,0.27,No,1
14800,4000.0,MEDICAL,7.88,0.03,Yes,0
14801,2000.0,HOMEIMPROVEMENT,6.76,0.01,Yes,0
14802,10000.0,HOMEIMPROVEMENT,7.51,0.07,Yes,0
14803,15000.0,MEDICAL,13.48,0.27,No,1
14804,8000.0,DEBTCONSOLIDATION,7.51,0.06,Yes,0
14805,6000.0,VENTURE,10.75,0.04,No,0
14806,15000.0,VENTURE,16.07,0.32,No,1
14807,14000.0,PERSONAL,13.57,0.11,No,1
14808,8000.0,VENTURE,19.13,0.06,Yes,0
14809,16750.0,DEBTCONSOLIDATION,11.01,0.13,No,1
14810,15000.0,EDUCATION,12.21,0.31,No,1
14811,15000.0,PERSONAL,12.84,0.27,No,1
14812,13000.0,EDUCATION,11.83,0.09,No,0
14813,15000.0,HOMEIMPROVEMENT,12.87,0.11,Yes,0
14814,15000.0,EDUCATION,11.48,0.11,Yes,0
14815,15000.0,DEBTCONSOLIDATION,11.01,0.27,No,1
14816,15000.0,MEDICAL,15.37,0.31,No,1
14817,20000.0,EDUCATION,13.16,0.14,Yes,0
14818,24000.0,VENTURE,12.53,0.18,Yes,0
14819,20000.0,DEBTCONSOLIDATION,10.83,0.14,Yes,0
14820,15000.0,HOMEIMPROVEMENT,12.92,0.31,No,1
14821,14000.0,VENTURE,6.62,0.1,Yes,0
14822,4500.0,DEBTCONSOLIDATION,11.97,0.03,Yes,0
14823,15000.0,PERSONAL,12.99,0.26,No,1
14824,3200.0,EDUCATION,16.29,0.02,Yes,0
14825,15000.0,MEDICAL,7.9,0.26,No,1
14826,10000.0,HOMEIMPROVEMENT,7.75,0.07,No,0
14827,9925.0,DEBTCONSOLIDATION,7.29,0.07,Yes,0
14828,9625.0,DEBTCONSOLIDATION,10.74,0.07,Yes,0
14829,7200.0,HOMEIMPROVEMENT,7.14,0.05,Yes,0
14830,12000.0,PERSONAL,10.99,0.09,Yes,0
14831,15000.0,VENTURE,18.64,0.26,No,1
14832,24000.0,EDUCATION,17.58,0.25,Yes,0
14833,15825.0,EDUCATION,15.62,0.11,Yes,0
14834,12000.0,DEBTCONSOLIDATION,10.25,0.09,Yes,0
14835,15000.0,VENTURE,11.48,0.26,No,1
14836,2000.0,EDUCATION,8.32,0.05,Yes,0
14837,19950.0,VENTURE,9.96,0.14,Yes,0
14838,14000.0,PERSONAL,12.99,0.1,No,0
14839,2000.0,EDUCATION,5.42,0.04,No,0
14840,20000.0,VENTURE,12.21,0.14,No,0
14841,2000.0,EDUCATION,11.99,0.04,Yes,0
14842,3000.0,VENTURE,10.59,0.09,No,0
14843,2000.0,PERSONAL,7.51,0.04,Yes,0
14844,2000.0,EDUCATION,11.49,0.04,Yes,0
14845,6000.0,EDUCATION,8.49,0.04,Yes,0
14846,2000.0,EDUCATION,10.59,0.04,Yes,0
14847,24000.0,DEBTCONSOLIDATION,14.11,0.2,No,1
14848,9600.0,VENTURE,7.49,0.29,Yes,0
14849,2000.0,MEDICAL,7.14,0.04,Yes,0
14850,3000.0,DEBTCONSOLIDATION,14.54,0.09,No,0
14851,10800.0,MEDICAL,11.01,0.08,Yes,0
14852,2000.0,MEDICAL,11.36,0.04,No,0
14853,11000.0,EDUCATION,6.92,0.08,Yes,0
14854,2000.0,MEDICAL,8.49,0.05,No,1
14855,4800.0,PERSONAL,14.54,0.03,Yes,0
14856,8000.0,HOMEIMPROVEMENT,5.79,0.25,No,0
14857,7200.0,VENTURE,10.74,0.05,Yes,0
